SEX,EDUCATION,MARRIAGE,AGE,max_backlog_month,balance_to_credit,default payment next month
female,2,married,37,0,0.4385,0
female,1,married,34,1,0.004,0
female,3,married,33,0,0.5784428571428571,0
female,2,single,43,-1,0.695504,0
female,2,single,22,0,0.42005714285714285,0
male,1,single,27,2,0.17553,1
female,2,single,27,0,0.88025,0
male,2,single,23,2,0.7968,0
male,2,single,25,2,0.9345,1
female,3,single,27,2,0.43718235294117647,0
male,1,single,29,2,0.08134615384615385,0
female,2,married,53,0,0.490428125,0
female,1,married,41,7,1.105609090909091,1
male,3,married,24,0,0.95968,1
female,1,single,25,2,0.26384,0
male,1,single,29,0,0.014394,0
female,1,single,29,-1,0.019904545454545456,0
female,1,single,24,0,0.3722714285714286,0
female,2,single,24,0,0.3680428571428571,0
female,1,single,26,0,0.060672222222222225,0
male,1,single,30,2,0.57817,0
male,3,single,30,1,0.0,1
female,2,single,29,0,0.16677619047619047,0
female,2,married,34,2,0.7221,0
female,1,single,25,0,0.64952,0
female,1,single,30,0,0.3266325,0
female,1,married,36,0,0.17724137931034484,0
female,2,married,39,0,0.201059375,0
female,2,married,24,2,0.95985,1
male,1,married,51,0,0.47308,0
male,1,married,40,2,0.2131103448275862,0
male,1,married,38,0,0.93352,0
male,1,married,60,0,0.98638,0
female,3,married,53,0,0.13617692307692308,0
female,1,single,27,0,0.02107777777777778,1
female,3,married,53,2,0.422,0
female,1,single,28,0,0.21541304347826087,1
male,2,married,37,2,0.6685285714285715,1
female,2,married,36,2,0.14995555555555556,0
female,2,single,31,0,0.047676666666666666,0
male,3,married,51,0,0.21278,1
female,3,single,26,2,0.0615375,1
male,2,married,50,2,0.8744,0
male,2,single,28,2,0.7691,0
female,2,single,29,-1,0.011785714285714287,0
male,2,married,50,0,0.22908,0
male,3,single,42,0,0.38366666666666666,1
male,1,married,49,0,0.04425,0
female,1,single,25,2,0.0936875,1
male,2,married,59,0,0.7536666666666667,0
female,1,married,64,1,0.010712820512820513,1
female,3,married,49,2,0.1409,1
male,1,married,49,-1,0.025728571428571427,1
female,2,single,37,0,0.0432125,0
female,2,married,51,2,0.2145125,0
male,2,single,24,2,1.8012,1
female,2,married,40,-1,0.06479,0
female,1,single,24,-1,0.1157,1
female,1,married,36,0,0.21578181818181819,0
female,1,married,41,0,0.9263,0
female,1,single,33,2,0.34963333333333335,1
female,2,single,23,3,1.0173333333333334,1
male,1,single,36,2,0.7638277777777778,0
female,1,married,34,-1,0.02240232558139535,0
male,2,single,28,-2,0.0,1
female,3,others,39,0,1.52285,0
female,1,married,48,-2,0.14292666666666667,0
male,2,single,61,0,0.944,0
male,1,married,40,2,0.06659,0
female,1,single,35,-2,0.010120833333333334,0
male,2,married,33,2,0.8266,0
male,2,married,37,2,0.55216,1
male,2,single,34,0,0.5074021276595745,0
male,2,married,37,2,1.2340111111111112,0
female,1,married,45,1,0.009097619047619047,0
female,2,married,32,2,0.22263488372093024,0
female,5,single,27,0,0.29974666666666666,0
female,1,married,35,-1,0.021286666666666666,0
female,2,married,41,2,0.029618181818181818,0
male,1,single,35,0,1.6137533333333334,0
male,1,single,31,-1,0.04031666666666667,0
female,1,married,32,-2,0.0444,0
female,2,single,32,2,0.3206826086956522,0
female,3,married,24,8,0.648325,0
female,2,married,66,2,0.07645,0
female,2,married,51,-1,0.050105555555555556,0
female,1,single,22,2,0.20612,1
male,1,single,33,-1,0.017785,0
male,2,married,38,0,1.1327941176470588,0
female,3,single,56,0,0.67848,0
female,1,single,21,0,0.95495,0
male,3,single,24,0,0.4223,0
female,2,married,36,0,1.074647619047619,0
female,2,single,29,0,0.98004,0
male,2,single,42,0,0.91378,0
male,2,single,26,0,0.9478833333333333,1
female,3,married,52,3,0.50935,1
male,1,single,29,2,0.023331578947368422,1
female,1,single,31,1,0.0,1
male,1,single,29,-1,0.008866666666666667,1
female,2,single,26,2,0.4506272727272727,0
male,1,single,35,0,0.24253636363636363,0
female,2,single,22,0,0.0857125,0
male,1,married,40,-2,0.07063,0
male,1,married,51,3,0.6806833333333333,1
female,1,married,42,1,0.0,1
male,1,single,33,0,0.11125666666666667,0
female,1,married,30,2,0.9813066666666667,1
female,2,single,24,2,0.19667777777777778,0
male,1,married,44,-1,0.0045125,1
female,2,married,45,0,0.7317736842105264,0
male,1,single,37,1,0.0,0
female,2,single,37,0,0.092704,0
female,1,single,42,-1,0.07455,0
male,3,single,24,0,0.5259166666666667,0
female,1,single,25,-1,0.008007142857142857,0
female,2,married,37,0,0.477,0
male,3,married,41,2,0.20246666666666666,1
female,3,married,28,0,0.41691333333333336,0
female,2,married,26,-1,0.9720555555555556,0
female,2,single,33,0,0.7308227272727272,0
male,1,single,28,1,0.029847619047619046,0
female,5,single,52,0,0.6564,0
male,2,married,24,2,0.15306,1
male,3,married,43,0,0.3625,0
male,2,married,38,0,0.04897058823529412,0
male,3,others,26,2,0.5916857142857143,1
female,1,married,43,2,0.022322727272727272,0
female,2,married,30,2,0.36928823529411764,1
male,2,single,26,-2,0.08068571428571429,0
female,1,married,39,0,0.37674324324324326,0
male,1,single,36,-1,0.005555555555555556,1
male,2,single,28,0,0.6603076923076923,0
female,1,married,32,1,0.0041975,0
male,1,single,29,0,0.7763777777777778,0
male,1,married,33,-1,0.00046666666666666666,0
female,2,single,33,0,0.9467769230769231,0
female,1,single,24,2,0.9607,0
female,2,married,27,2,0.99764,1
female,2,single,29,0,0.447525,0
male,1,single,55,-1,4e-05,0
female,1,single,40,-1,0.097884,0
male,1,married,47,0,0.062044444444444444,0
male,1,single,36,0,0.3719769230769231,0
male,2,married,34,0,0.9082636363636364,0
male,2,single,25,4,0.9617,0
male,2,married,49,0,0.192915,0
female,2,single,25,0,0.8570333333333333,0
male,2,married,46,1,0.00107,0
male,3,married,38,0,0.05044,0
female,1,single,22,3,1.0245714285714285,0
female,1,single,24,0,0.92964,0
female,3,single,34,0,0.0017434782608695652,0
female,2,married,45,0,0.2892,0
male,2,single,28,0,0.15533333333333332,0
female,3,single,51,0,0.53712,1
male,1,married,42,2,0.015469565217391304,0
female,2,single,27,0,0.9908333333333333,1
male,3,single,30,0,0.54132,0
male,1,single,23,3,0.17612,1
male,2,married,38,0,0.4874,0
male,2,married,33,-1,0.01309,0
female,1,single,38,0,0.14784166666666668,0
male,1,single,43,0,0.38658695652173913,0
female,2,married,34,0,0.327355,0
male,3,married,51,2,0.9731,1
male,2,married,41,0,0.95061,0
female,1,single,27,-2,0.1561,0
female,1,married,31,0,0.06501388888888888,0
male,2,single,29,3,0.9089,1
female,2,married,34,0,0.9725722222222222,0
male,2,single,31,-2,0.005633333333333333,0
female,2,single,42,2,0.7805541666666667,1
female,2,single,43,0,0.11875714285714285,0
male,2,married,34,-1,0.0027303030303030304,0
female,3,single,46,-2,0.058395,0
male,3,single,36,2,0.46855,0
female,1,single,30,2,0.17571176470588235,1
female,1,single,29,0,0.08478095238095239,0
male,2,single,26,0,0.73185,0
female,3,married,67,0,0.85529,0
male,2,single,30,0,0.4210086956521739,0
female,3,single,35,0,1.0766444444444445,0
female,2,married,28,0,0.6085,0
female,2,married,42,2,1.01481,1
male,3,single,24,0,0.96505,0
male,3,married,53,0,0.17696,0
female,3,single,40,-2,0.0,1
female,2,married,28,0,0.47063333333333335,1
female,2,married,39,0,0.14305,0
male,1,married,30,-2,0.11016857142857144,0
male,3,married,28,1,0.0,0
female,3,married,30,0,0.04985625,0
male,3,single,29,3,0.3900533333333333,1
male,3,married,44,0,0.40398,0
male,2,single,46,0,0.9782,0
male,1,married,45,0,0.022986,0
female,2,married,37,-1,0.013654166666666667,0
male,1,single,44,0,0.4466470588235294,1
female,1,married,47,1,0.0,0
female,3,others,45,0,0.48604,0
female,1,single,31,0,0.3091777777777778,0
male,3,married,31,0,0.6071457142857143,0
male,2,single,30,-1,0.01381111111111111,0
male,1,married,34,0,0.86452,0
female,2,married,31,2,0.3232857142857143,1
female,3,single,23,2,0.87925,1
female,1,married,37,0,0.2581703703703704,0
female,2,single,23,0,0.10958571428571429,0
male,1,single,41,-2,0.11377142857142857,0
female,2,married,42,0,0.7235153846153846,0
female,1,single,23,2,0.4843,1
female,1,single,26,0,0.934575,1
male,3,married,27,3,1.03785,0
male,1,single,37,2,0.5382448275862068,1
female,2,single,33,0,0.6680833333333334,0
female,1,married,43,2,0.027416,0
male,1,single,30,0,0.5082086956521739,0
female,2,single,41,0,0.03444166666666667,0
female,2,married,34,0,0.7108894736842105,0
male,1,single,29,-1,0.19263,0
male,2,single,43,0,0.9376333333333333,0
female,3,single,42,0,0.5837333333333333,0
female,1,single,33,0,0.007466666666666667,1
female,2,married,34,3,0.1364,1
female,2,single,44,0,0.6866666666666666,0
male,1,married,29,0,0.196705,0
female,1,single,35,2,0.95546,1
female,1,married,41,2,0.11453846153846153,1
female,2,married,34,0,0.7444714285714286,0
female,2,married,37,0,0.44902142857142857,0
female,2,married,39,2,0.48725,1
female,1,married,36,-1,0.038816666666666666,0
male,3,single,44,0,0.98356,0
male,1,single,30,2,1.01606,0
male,2,married,49,-1,0.0,0
female,1,single,31,-1,0.08082692307692307,0
male,2,single,31,8,1.584825,0
female,2,married,46,3,0.05291,1
female,2,married,35,2,0.004535714285714285,0
male,3,single,36,0,0.94836,0
female,1,single,31,0,0.07968076923076924,0
male,2,married,36,2,0.7421333333333333,1
female,2,married,25,2,1.0115666666666667,0
male,2,single,33,2,0.016692307692307694,0
female,3,single,48,0,0.26822,0
male,2,married,35,2,0.9683066666666666,1
female,1,married,58,-1,0.029785,0
male,2,married,32,1,0.03350178571428571,0
male,3,single,26,3,1.039,0
male,1,married,41,-1,0.026444444444444444,0
female,1,single,48,2,0.9856566666666666,1
female,2,married,29,4,0.85264,0
male,3,single,43,0,0.96795,0
male,3,married,69,0,0.98195,0
male,3,married,56,0,0.6606,0
female,2,single,31,2,0.40145,0
female,2,married,51,2,0.09142222222222222,0
female,1,single,31,-1,0.012525,0
male,1,married,34,2,0.89264,1
female,2,married,42,0,0.23888235294117646,0
female,1,married,51,-2,0.025176470588235293,0
female,3,married,51,1,0.013083333333333334,0
male,2,single,27,2,1.0,1
female,1,married,37,0,0.3103642857142857,0
male,1,single,25,0,0.8821,0
female,1,single,27,0,0.64885,0
male,1,single,39,-1,0.11214807692307692,0
female,2,single,22,2,0.31116666666666665,0
female,1,single,24,2,1.0145285714285714,0
female,3,married,54,0,0.9314875,0
male,3,married,36,5,0.47532,1
female,1,single,25,0,0.14755294117647058,0
female,2,single,24,2,0.45208125,0
female,2,single,30,2,0.019227777777777778,0
female,2,single,25,2,0.010457142857142858,0
male,3,single,45,0,0.8975333333333333,0
male,2,married,36,2,0.6487333333333334,0
female,2,married,31,0,0.8514375,0
female,1,married,44,-1,0.1544764705882353,0
male,3,married,52,2,1.0419,1
female,1,married,45,-2,0.0007758620689655172,0
female,2,single,52,-2,0.032505882352941176,0
male,1,single,31,1,0.051833333333333335,1
female,1,married,36,0,0.755912,0
female,3,single,54,0,0.2576869565217391,0
female,5,married,53,0,0.8863666666666666,0
male,1,single,25,2,0.09125,0
female,2,single,30,-1,0.0061,0
male,2,married,31,0,0.075182,0
female,1,married,39,1,0.0,0
female,2,single,25,0,0.8778714285714285,1
female,2,married,50,-1,0.14535714285714285,0
male,2,married,53,-1,0.006,0
male,1,single,30,2,0.9678857142857142,1
female,2,married,42,-1,0.018344117647058823,0
male,1,single,28,-1,0.007485714285714286,0
female,2,single,57,-1,0.0357,0
female,2,single,43,-1,0.5916666666666667,0
female,1,single,28,0,0.98097,0
male,1,single,22,0,0.7977,0
female,1,married,46,2,1.1068954545454546,0
female,1,single,34,2,0.6814285714285714,1
female,2,married,26,0,3.7632,0
female,2,single,32,0,0.60775,0
female,2,single,24,0,0.47852727272727275,0
female,3,single,27,2,0.058925,0
female,1,single,29,1,0.0948,0
female,2,married,34,0,0.8852,0
male,1,single,27,0,0.96665,1
female,1,single,27,2,1.01712,0
female,2,married,53,0,0.82785,0
female,1,single,29,2,0.383,0
female,1,single,35,2,0.01571818181818182,0
female,3,married,33,2,1.0590333333333333,0
female,1,single,31,-1,0.03289444444444444,1
female,1,married,35,1,0.018876470588235293,1
female,1,married,34,-1,0.058978125,1
female,2,married,53,0,1.04,1
male,2,single,26,8,1.13246,0
female,1,single,32,1,0.0,1
female,1,married,51,2,0.953375,0
female,3,married,47,2,1.0908,0
male,2,single,29,0,0.94349375,0
female,1,single,27,2,0.96094,1
female,2,married,44,0,0.12633333333333333,0
male,2,married,36,0,0.97484,0
female,2,married,45,1,0.0,0
male,3,others,50,0,0.8701,0
female,1,single,31,4,0.9897111111111111,1
female,2,single,28,0,0.416094,0
female,3,single,50,0,0.8929083333333333,0
male,2,single,23,0,0.59334,0
female,2,married,30,2,0.1075,1
male,1,single,38,0,0.8936727272727273,0
male,2,married,36,1,0.0,1
female,1,married,35,-1,0.17924782608695652,0
male,3,single,56,0,0.8723,0
female,1,married,37,2,0.34757692307692306,1
male,2,married,50,0,0.9597,0
male,2,single,39,0,0.887,1
female,2,single,26,0,0.9828,0
male,3,married,45,2,0.6487357142857143,1
male,2,single,32,0,0.2543666666666667,0
female,1,married,39,1,0.06297241379310345,0
female,2,single,34,0,0.9621722222222222,1
female,3,married,57,1,0.0,1
male,1,married,32,2,0.9343545454545454,1
male,3,single,28,0,0.37396,0
female,2,married,48,-2,0.08142413793103448,0
male,1,married,46,2,0.2541552631578947,1
male,2,married,39,0,0.8623479166666667,0
female,2,single,22,0,0.6276666666666667,0
male,1,married,50,0,0.5301657894736842,0
female,1,married,42,0,0.6541794117647058,0
female,2,single,22,2,0.8635,0
male,3,married,29,-1,0.118175,0
female,1,single,30,0,0.10753888888888889,0
male,1,married,49,2,0.00395,1
male,2,single,40,1,1.00418,0
male,2,single,32,-2,0.005415,0
male,2,single,30,0,0.7383833333333333,0
female,3,married,53,2,0.0165,0
female,2,married,38,2,0.51955,1
male,1,married,37,-1,0.09528484848484849,1
female,1,single,44,-2,0.009852,0
female,2,married,32,0,0.33645555555555556,0
female,2,married,44,2,0.587425,0
female,1,married,39,0,0.728147619047619,0
female,2,single,23,0,0.43024545454545454,0
female,2,married,24,2,0.97472,1
female,3,married,46,0,0.15955384615384616,1
male,2,married,36,0,0.664716,0
female,2,single,26,3,0.04114,0
male,2,married,43,0,0.3692653846153846,0
male,2,married,54,2,1.03845,0
female,1,single,28,2,0.13501,0
female,1,married,35,-1,0.33871,0
female,3,married,46,-1,0.022538333333333334,0
female,2,single,29,2,0.7276692307692307,0
female,1,single,28,-2,0.050173333333333334,0
male,1,single,30,2,0.51534,0
female,2,married,34,2,0.6386375,1
female,2,married,34,0,0.58005,0
male,2,married,31,1,0.0,0
female,4,married,37,0,0.6132636363636363,0
female,3,married,35,3,0.9978857142857143,1
male,1,single,27,2,0.07742,1
female,2,single,46,3,0.545,1
male,1,married,51,0,0.9819166666666667,0
male,2,married,41,-1,0.020486363636363636,0
male,1,single,33,3,0.006029545454545455,1
male,2,married,49,0,0.01562,0
male,2,single,32,2,0.8621285714285715,0
female,2,single,34,0,0.11501632653061225,0
male,1,single,30,-1,0.049875,0
female,2,married,39,0,0.2627833333333333,0
female,2,married,45,0,0.42281515151515153,0
male,2,single,34,2,1.0418,0
female,2,single,37,0,0.8289916666666667,0
female,1,single,30,-2,0.024083333333333335,0
female,5,single,29,0,0.5864954545454546,0
female,2,single,34,0,1.0071428571428571,0
female,1,married,44,1,0.012760869565217391,0
male,2,single,28,2,0.9837666666666667,1
male,2,married,34,0,0.680073076923077,0
male,2,single,25,4,0.8200666666666667,1
female,3,others,56,2,0.0869,1
female,3,single,55,0,0.9756714285714285,0
male,3,married,31,0,0.7165,0
female,2,single,30,2,0.4719,1
female,2,single,22,2,0.9892,0
male,2,married,51,0,0.08438518518518519,0
male,2,married,35,0,0.9541666666666667,0
female,1,married,46,-2,0.0,1
male,2,single,30,0,0.644275,0
female,2,single,31,2,1.0049,0
male,2,married,32,0,0.4961181818181818,0
male,2,single,24,0,0.79155,0
male,3,married,55,-2,0.00147,0
female,2,single,32,0,1.2542208333333333,0
female,2,single,25,0,0.9384642857142858,0
male,1,single,24,0,0.81382,0
male,1,single,27,0,0.27079230769230767,0
female,3,married,51,0,0.96862,1
female,1,single,25,0,0.0761,0
male,2,married,35,-1,0.0084,0
female,3,married,47,2,0.9975666666666667,1
male,1,single,26,2,0.014666666666666666,0
female,3,married,35,2,0.9913,1
female,2,married,24,3,0.5880666666666666,1
female,2,others,44,2,0.8494314285714286,0
female,2,married,41,2,1.0299538461538462,1
female,2,single,26,2,0.46182307692307695,0
male,1,married,39,5,0.005423913043478261,1
male,3,single,31,0,0.9197,1
female,2,married,35,0,0.0442235294117647,1
male,2,single,27,3,1.03855,1
male,2,married,31,0,0.03342307692307692,0
female,1,single,32,0,0.8196263157894736,0
male,1,married,37,2,0.9412708333333333,0
male,2,single,33,0,0.9376666666666666,0
female,1,married,38,0,0.9474307692307692,0
female,3,single,50,0,0.95766,0
female,1,single,25,0,0.45779375,0
female,1,single,29,-1,0.006221428571428571,0
female,3,married,29,0,0.5663,0
female,3,married,36,-1,0.0304,0
female,2,married,41,0,0.4719,0
female,3,married,40,-1,0.11928260869565217,0
female,2,married,31,2,0.8717833333333334,1
male,1,single,28,-2,0.00411,0
male,2,married,34,2,0.9295,0
female,1,married,37,0,0.59596,0
male,2,married,48,4,0.87265,1
male,2,single,26,2,0.36762,1
male,2,others,25,0,0.06024,1
female,2,single,23,2,1.0002833333333334,1
female,2,married,47,-1,0.0,1
female,2,single,46,-1,0.011361111111111112,0
male,1,single,38,-1,0.26090625,0
male,1,married,42,1,0.0,1
female,1,single,36,2,0.63212,1
male,1,married,47,-2,0.008603225806451613,0
male,2,single,50,0,0.30054,0
female,2,single,23,0,0.13420625,0
female,2,married,40,2,0.0029642857142857144,0
male,3,single,44,4,0.62505,1
male,1,single,24,-1,0.29315,1
male,2,married,37,0,0.4914923076923077,0
male,2,single,25,1,0.0,0
male,1,single,31,2,0.04228888888888889,0
male,2,single,26,0,0.92245,0
male,3,single,30,2,1.0366357142857143,0
female,2,single,33,2,0.58105,0
male,2,single,26,2,0.370525,0
female,3,single,35,-1,0.0175625,0
male,2,single,33,0,0.8120375,0
female,3,married,45,0,0.5149138888888889,0
